"game_id","home_team_name","away_team_name","home_team_spread","home_final","away_final","quarters","total_line","total","result","sgp_hit","sgp_ins"
401468533,"Indiana","Washington",4,121,111,4,233,232,10,1,0
401468534,"Orlando","Toronto",-8.5,113,109,4,222.5,222,4,0,1
401468535,"Brooklyn","Atlanta",7.5,120,116,4,232.5,236,4,1,0
401468536,"Cleveland","Sacramento",3.5,95,106,4,217,201,-11,0,0
401468537,"Philadelphia","Los Angeles",5,133,122,5,228,255,11,0,1
401468538,"Memphis","Detroit",11,114,103,4,227.5,217,11,0,1
401468539,"New Orleans","Phoenix",-1.5,128,117,4,229,245,11,0,0
401468540,"Utah","Minnesota",-1,108,118,4,234.5,226,-10,1,0
401468541,"Dallas","Milwaukee",-1,105,106,4,224.5,211,-1,0,1
401468542,"Miami","San Antonio",12,111,115,4,223,226,-4,0,1
401468543,"Indiana","Brooklyn",8.5,133,136,4,226,269,-3,0,0
401468544,"Washington","LA",-5,107,114,4,218.5,221,-7,1,0
401468545,"Cleveland","Oklahoma City",4.5,110,102,4,218.5,212,8,1,0
401468546,"Chicago","Dallas",5.5,144,115,4,220,259,29,0,0
401468547,"Golden State","Boston",-2.5,123,107,4,237,230,16,0,1
401468548,"Denver","Utah",11.5,115,110,4,228.5,225,5,1,0
401468549,"Portland","Minnesota",5.5,124,118,4,230,242,6,0,1
401468550,"New Orleans","Phoenix",3.5,129,124,5,227,253,5,0,1
401468551,"Detroit","Los Angeles",-5.5,117,124,4,234,241,-7,1,0
401468552,"New York","Sacramento",2.5,112,99,4,226,211,13,0,0
401468553,"Orlando","Toronto",-6.5,111,99,4,223,210,12,0,0
401468554,"Philadelphia","Charlotte",10.5,131,113,4,219.5,244,18,0,1
401468555,"Atlanta","Chicago",3.5,123,122,5,235,245,1,0,1
401468556,"Houston","Milwaukee",-10,97,92,4,227,189,5,0,0
401468557,"Indiana","Miami",-3.5,82,87,4,228.5,169,-5,0,1
401468558,"Washington","Brooklyn",-5.5,100,112,4,227,212,-12,0,1
401468559,"Memphis","Atlanta",9.5,128,103,4,220.5,231,25,0,0
401468560,"Dallas","Oklahoma City",8.5,121,114,4,227.5,235,7,1,0
401468561,"San Antonio","Cleveland",-9.5,112,111,4,221.5,223,1,0,1
401468562,"Portland","Minnesota",3.5,133,112,4,229.5,245,21,0,0
401468563,"LA","Boston",-4,113,93,4,225,206,20,0,0
401468564,"Philadelphia","Sacramento",4,123,103,4,229,226,20,0,1
401468565,"Milwaukee","Golden State",2.5,128,111,4,232.5,239,17,0,1
401468566,"Houston","Phoenix",-6.5,111,97,4,224,208,14,0,0
401468567,"Utah","New Orleans",-2,121,100,4,232.5,221,21,0,0
401468568,"Los Angeles","Boston",-4,118,122,5,237,240,-4,1,0
401468569,"Charlotte","Detroit",4.5,134,141,5,230.5,275,-7,0,0
401468570,"Indiana","Golden State",-1.5,125,119,4,239,244,6,1,0
401468571,"Orlando","Atlanta",-3,135,124,4,226,259,11,0,0
401468572,"Toronto","Sacramento",5,123,124,4,233,247,-1,0,1
401468573,"Chicago","New York",3.5,120,128,5,226.5,248,-8,0,0
401468574,"Oklahoma City","Miami",-2.5,108,110,4,222.5,218,-2,1,0
401468575,"San Antonio","Portland",-7.5,112,128,4,231.5,240,-16,1,0
401468576,"Dallas","Cleveland",2.5,90,105,4,217.5,195,-15,0,0
401468577,"Denver","Washington",11.5,141,128,4,224.5,269,13,0,1
401468578,"LA","Minnesota",7,99,88,4,221.5,187,11,0,1
401468579,"Houston","Miami",-3,108,111,4,218,219,-3,1,0
401468580,"Memphis","Milwaukee",3.5,142,101,4,226.5,243,41,0,0
401468581,"Utah","New Orleans",-1.5,132,129,5,232.5,261,3,0,1
401468582,"LA","Phoenix",-6.5,95,111,4,218.5,206,-16,0,0
401468583,"Charlotte","Atlanta",2.5,106,125,4,240,231,-19,0,1
401468584,"Detroit","Sacramento",-6.5,113,122,4,238,235,-9,1,0
401468585,"Boston","Orlando",13,109,117,4,225.5,226,-8,0,1
401468586,"Cleveland","Indiana",8,118,112,4,222,230,6,1,0
401468587,"Philadelphia","Golden State",8.5,118,106,4,221,224,12,1,0
401468588,"Toronto","Brooklyn",-1.5,116,119,4,224,235,-3,0,1
401468589,"Chicago","New York",2.5,91,114,4,225.5,205,-23,0,0
401468590,"Oklahoma City","Minnesota",4.5,110,112,4,234,222,-2,0,1
401468591,"Dallas","Portland",4,130,110,4,226.5,240,20,0,0
401468592,"Los Angeles","Denver",-1.5,126,108,4,236.5,234,18,0,1
401468593,"LA","Washington",5.5,102,93,4,219,195,9,0,1
401468594,"San Antonio","Miami",-8,101,111,4,222.5,212,-10,0,1
401468595,"Cleveland","Dallas",8.5,100,99,5,211.5,199,1,0,1
401468596,"Houston","Portland",-3.5,95,107,4,227.5,202,-12,0,1
401468597,"Milwaukee","Utah",2,123,97,4,227.5,220,26,0,1
401468598,"Oklahoma City","Memphis",-11,115,109,4,230,224,6,0,1
401468599,"Phoenix","New Orleans",3,118,114,4,228,232,4,1,0
401468600,"Boston","Orlando",10.5,92,95,4,223,187,-3,0,0
401468601,"Indiana","New York",-1,106,109,4,227,215,-3,0,1
401468602,"Detroit","Brooklyn",-8,121,124,4,228,245,-3,0,1
401468603,"Toronto","Golden State",6,110,126,4,223.5,236,-16,0,0
401468604,"Minnesota","Chicago",-1.5,150,126,4,234,276,24,0,0
401468605,"Denver","Charlotte",9,119,115,4,236,234,4,1,0
401468606,"Los Angeles","Washington",3,119,117,4,237,236,2,1,0
401468607,"Cleveland","Utah",6.5,122,99,4,220,221,23,0,1
401468608,"Philadelphia","Toronto",6.5,104,101,5,218.5,205,3,0,1
401468609,"Atlanta","Orlando",8.5,126,125,4,230,251,1,0,1
401468610,"Houston","San Antonio",4.5,105,124,4,226.5,229,-19,0,1
401468611,"Minnesota","Dallas",-5.5,116,106,4,231,222,10,0,1
401468612,"New Orleans","Milwaukee",1,119,128,4,227.5,247,-9,0,0
401468613,"Oklahoma City","Portland",-4,123,121,4,232.5,244,2,0,1
401468614,"Phoenix","Los Angeles",11,130,104,4,224,234,26,0,0
401468615,"Sacramento","Charlotte",10,119,125,4,241,244,-6,0,1
401468616,"Detroit","Utah",-2.5,111,126,4,228.5,237,-15,0,1
401468617,"Miami","Chicago",1.5,103,113,4,221.5,216,-10,0,1
401468618,"New York","Golden State",5.5,132,94,4,220.5,226,38,0,1
401468619,"Phoenix","Washington",7,110,113,4,223.5,223,-3,0,1
401468620,"Denver","Memphis",-1.5,105,91,4,235,196,14,0,0
401468621,"Cleveland","Milwaukee",2.5,114,106,4,216,220,8,1,0
401468622,"Philadelphia","Detroit",12,113,93,4,222,206,20,0,1
401468623,"Atlanta","Chicago",5,108,110,4,236,218,-2,0,1
401468624,"Boston","Indiana",9.5,112,117,4,232,229,-5,0,1
401468625,"Brooklyn","Golden State",10.5,143,113,4,223.5,256,30,0,0
401468626,"New York","Toronto",2,106,113,4,218,219,-7,1,0
401468627,"Houston","Orlando",1,110,116,4,224,226,-6,1,0
401468628,"Minnesota","Dallas",-2.5,99,104,4,227.5,203,-5,0,1
401468629,"Oklahoma City","Portland",-3.5,101,98,4,234,199,3,0,1
401468630,"Sacramento","Los Angeles",8,134,120,4,240,254,14,0,1
401468631,"LA","Charlotte",9,126,105,4,228,231,21,0,1
401468632,"New Orleans","San Antonio",8.5,126,117,4,229,243,9,0,1
401468633,"Utah","Washington",7,120,112,4,232,232,8,1,0
401468634,"Orlando","San Antonio",6.5,133,113,4,228,246,20,0,0
401468635,"Philadelphia","LA",3.5,119,114,4,214,233,5,0,1
401468636,"Atlanta","Detroit",9.5,130,105,4,234,235,25,0,1
401468637,"Boston","Minnesota",9.5,121,109,4,228.5,230,12,1,0
401468638,"Brooklyn","Milwaukee",2.5,118,100,4,230,218,18,0,0
401468639,"Cleveland","Toronto",4.5,107,118,4,213.5,225,-11,0,0
401468640,"New York","Chicago",6,117,118,4,225,235,-1,0,1
401468641,"Miami","Indiana",6.5,108,111,4,224,219,-3,0,1
401468642,"Houston","Dallas",-7,106,112,4,220,218,-6,1,0
401468643,"Oklahoma City","New Orleans",1.5,125,128,5,233.5,253,-3,0,1
401468644,"Denver","Portland",5.5,120,107,4,233,227,13,1,0
401468645,"Phoenix","Memphis",-2.5,100,125,4,226.5,225,-25,0,1
401468646,"Sacramento","Washington",7.5,111,125,4,239.5,236,-14,0,1
401468647,"Los Angeles","Charlotte",3.5,130,134,4,243,264,-4,0,1
401468648,"New York","Philadelphia",-2.5,112,119,4,215.5,231,-7,0,1
401468649,"Dallas","Los Angeles",7.5,124,115,4,232,239,9,1,0
401468650,"Boston","Milwaukee",5.5,139,118,4,226.5,257,21,0,0
401468651,"Golden State","Memphis",-7,123,109,4,233,232,14,0,1
401468652,"Denver","Phoenix",4,128,125,5,229,253,3,0,1
401468653,"Cleveland","Brooklyn",2.5,117,125,4,219.5,242,-8,0,0
401468654,"Detroit","LA",-5.5,131,142,5,222.5,273,-11,0,1
401468655,"Miami","Minnesota",-1.5,113,110,4,222.5,223,3,1,0
401468656,"Chicago","Houston",7,118,133,4,231.5,251,-15,0,0
401468657,"New Orleans","Indiana",2,113,93,4,234.5,206,20,0,0
401468658,"San Antonio","Utah",-4.5,126,122,4,236,248,4,0,1
401468659,"Portland","Charlotte",5.5,124,113,4,238.5,237,11,1,0
401468660,"Orlando","Los Angeles",3,110,129,4,237,239,-19,0,1
401468661,"Washington","Philadelphia",-4.5,116,111,4,225,227,5,0,1
401468662,"Boston","Houston",15,126,102,4,229.5,228,24,1,0
401468663,"Indiana","Atlanta",-1.5,129,114,4,238.5,243,15,0,1
401468664,"Toronto","LA",3.5,113,124,4,218.5,237,-11,0,0
401468665,"Memphis","Phoenix",8,108,125,4,224,233,-17,0,1
401468666,"Oklahoma City","San Antonio",7,130,114,4,237,244,16,1,0
401468667,"Dallas","New York",5.5,126,121,5,216,247,5,0,1
401468668,"Golden State","Charlotte",5,110,105,4,240,215,5,0,1
401468669,"Sacramento","Denver",-3,106,113,4,237.5,219,-7,0,1
401468670,"Detroit","Orlando",-1.5,121,101,4,228.5,222,20,0,1
401468671,"Washington","Phoenix",-2,127,102,4,221.5,229,25,0,1
401468672,"Atlanta","Brooklyn",-7.5,107,108,4,231,215,-1,0,1
401468673,"Miami","Los Angeles",9,112,98,4,227,210,14,0,1
401468674,"Chicago","Milwaukee",-2.5,119,113,5,231,232,6,1,0
401468675,"New Orleans","Minnesota",6.5,119,118,4,233,237,1,1,0
401468676,"Golden State","Utah",-4.5,112,107,4,232,219,5,0,0
401468677,"Sacramento","Denver",3,127,126,4,237,253,1,0,1
401468678,"Charlotte","Oklahoma City",2.5,121,113,4,239,234,8,1,0
401468679,"Indiana","Cleveland",-4,135,126,4,225.5,261,9,0,0
401468680,"Boston","LA",6.5,116,110,4,227,226,6,1,0
401468681,"Toronto","Memphis",-4,106,119,4,231,225,-13,1,0
401468682,"San Antonio","New York",-4.5,122,115,4,222,237,7,0,0
401468683,"Dallas","Houston",10,129,114,4,227,243,15,0,1
401468684,"Orlando","Washington",-4.5,100,119,4,226.5,219,-19,0,1
401468685,"Atlanta","Los Angeles",6,121,130,4,243,251,-9,0,1
401468686,"Toronto","Phoenix",2.5,113,104,4,221,217,9,1,0
401468687,"Chicago","Detroit",7.5,132,118,4,230.5,250,14,0,1
401468688,"Milwaukee","Minnesota",7.5,123,114,4,229.5,237,9,1,0
401468689,"New Orleans","Philadelphia",-1,127,116,4,229.5,243,11,0,0
401468690,"Denver","Miami",4.5,124,119,4,223.5,243,5,0,1
401468691,"Golden State","Portland",-1,118,112,4,233.5,230,6,1,0
401468692,"Sacramento","Utah",3.5,126,125,4,242,251,1,1,0
401468693,"Indiana","LA",-2.5,131,130,4,231,261,1,0,1
401468694,"Charlotte","Brooklyn",-6,106,123,4,237.5,229,-17,0,1
401468695,"Chicago","Cleveland",-2.5,102,103,4,224.5,205,-1,0,1
401468696,"Houston","New York",-4,88,108,4,222.5,196,-20,0,0
401468697,"San Antonio","Dallas",-7.5,125,126,4,231.5,251,-1,0,1
401468698,"Memphis","New Orleans",6.5,116,101,4,236.5,217,15,0,1
401468699,"Minnesota","Detroit",7.5,104,116,4,233,220,-12,0,0
401468700,"Oklahoma City","Philadelphia",-2.5,96,115,4,225,211,-19,0,0
401468701,"Utah","Miami",4,123,126,4,225,249,-3,0,1
401468702,"Memphis","Sacramento",4.5,118,108,4,240,226,10,0,1
401468703,"Milwaukee","Washington",2.5,95,118,4,220,213,-23,0,1
401468704,"Denver","Boston",-3.5,123,111,4,233.5,234,12,0,1
401468705,"New York","Phoenix",3,102,83,4,219.5,185,19,0,0
401468706,"Charlotte","Los Angeles",2,115,121,4,241.5,236,-6,1,0
401468707,"Cleveland","Chicago",4,145,134,5,225,279,11,0,1
401468708,"Indiana","Toronto",-2,122,114,4,233,236,8,0,1
401468709,"Philadelphia","New Orleans",5.5,120,111,4,229.5,231,9,1,0
401468710,"Brooklyn","San Antonio",12,139,103,4,236.5,242,36,0,1
401468711,"Houston","Dallas",-7.5,106,111,4,228,217,-5,0,1
401468712,"Minnesota","Denver",-4,124,111,4,231,235,13,0,1
401468713,"Golden State","Atlanta",1.5,143,141,6,236.5,284,2,0,1
401468714,"Portland","Detroit",9.5,135,106,4,231.5,241,29,0,0
401468715,"LA","Miami",-1,100,110,4,218,210,-10,1,0
401468716,"Milwaukee","Washington",7.5,123,113,4,232.5,236,10,1,0
401468717,"Oklahoma City","Boston",-11,150,117,4,228.5,267,33,0,0
401468718,"Utah","Sacramento",3,115,117,4,242.5,232,-2,0,1
401468719,"Charlotte","Memphis",-7.5,107,131,4,236.5,238,-24,0,1
401468720,"Cleveland","Phoenix",5,90,88,4,216,178,2,0,1
401468721,"Orlando","Oklahoma City",-1,126,115,4,230,241,11,0,0
401468722,"Philadelphia","Indiana",5,129,126,5,233,255,3,0,1
401468723,"New York","San Antonio",10,117,114,4,225,231,3,1,0
401468724,"Toronto","Milwaukee",5.5,101,104,5,223,205,-3,0,1
401468725,"Chicago","Brooklyn",-5,121,112,4,234,233,9,0,1
401468726,"Minnesota","Portland",-1.5,113,106,4,234.5,219,7,0,1
401468727,"New Orleans","Houston",7.5,119,108,4,229.5,227,11,1,0
401468728,"Golden State","Detroit",6.5,119,122,4,231.5,241,-3,0,0
401468729,"Los Angeles","Miami",-8.5,112,109,4,224,221,3,0,1
401468730,"Sacramento","Atlanta",1.5,117,120,4,245,237,-3,1,0
401468731,"Orlando","Memphis",-7,115,123,4,230,238,-8,1,0
401468732,"Dallas","Boston",-3.5,95,124,4,232,219,-29,0,0
401468733,"Houston","Utah",-7,114,131,4,231.5,245,-17,0,0
401468734,"Denver","LA",4.5,122,91,4,230,213,31,0,0
401468735,"Indiana","Portland",1.5,108,99,4,237.5,207,9,0,1
401468736,"Philadelphia","Chicago",5,112,126,4,234,238,-14,0,1
401468737,"Toronto","New York",3.5,108,112,4,216,220,-4,1,0
401468738,"Milwaukee","Charlotte",10.5,109,138,4,230,247,-29,0,0
401468739,"Oklahoma City","Washington",1.5,127,110,4,231.5,237,17,0,1
401468740,"San Antonio","Detroit",1.5,121,109,4,236.5,230,12,0,1
401468741,"New Orleans","Brooklyn",-4.5,102,108,4,231.5,210,-6,0,1
401468742,"Minnesota","LA",5.5,128,115,4,224,243,13,0,1
401468743,"Denver","Cleveland",5,121,108,4,221.5,229,13,1,0
401468744,"Phoenix","Miami",-1.5,96,104,4,210.5,200,-8,0,1
401468745,"Los Angeles","Atlanta",-2.5,130,114,4,242,244,16,0,1
401468746,"San Antonio","Boston",-15,116,121,4,234,237,-5,0,1
401468747,"Chicago","Utah",-2.5,126,118,4,239,244,8,0,1
401468748,"Dallas","New Orleans",9.5,127,117,4,222.5,244,10,0,1
401468749,"Golden State","Orlando",6.5,101,115,4,230.5,216,-14,0,0
401468750,"Sacramento","Los Angeles",7.5,134,136,4,243,270,-2,0,0
401468751,"Detroit","Philadelphia",-5.5,111,123,4,229.5,234,-12,1,0
401468752,"Toronto","Portland",3,117,105,4,226.5,222,12,1,0
401468753,"Indiana","Charlotte",5.5,116,111,4,240.5,227,5,0,1
401468754,"Miami","Brooklyn",-2,101,102,4,223,203,-1,0,1
401468755,"Memphis","Utah",5.5,123,118,4,234.5,241,5,1,0
401468756,"Houston","Minnesota",-3.5,96,104,4,232.5,200,-8,0,1
401468757,"Oklahoma City","Dallas",4,120,109,4,227,229,11,1,0
401468758,"Phoenix","Cleveland",-6,98,112,4,215.5,210,-14,1,0
401468759,"LA","Atlanta",2.5,108,112,4,233,220,-4,0,1
401468760,"Washington","New Orleans",1.5,112,132,4,227.5,244,-20,0,0
401468761,"Boston","Chicago",9,107,99,4,234.5,206,8,0,1
401468762,"New York","Milwaukee",1,107,111,4,218.5,218,-4,1,0
401468763,"Memphis","San Antonio",11.5,121,113,4,234,234,8,1,0
401468764,"Denver","Los Angeles",13,122,109,4,237,231,13,1,0
401468765,"Sacramento","Orlando",6.5,136,111,4,237.5,247,25,0,0
401468766,"Miami","Oklahoma City",2,112,111,4,221,223,1,1,0
401468767,"Philadelphia","Detroit",14.5,147,116,4,225,263,31,0,0
401468768,"Toronto","Charlotte",7.5,132,120,4,229.5,252,12,0,1
401468769,"Utah","Cleveland",-2.5,116,114,4,226.5,230,2,1,0
401468770,"Golden State","Phoenix",12,113,125,4,230,238,-12,0,1
401468771,"Portland","Orlando",8.5,106,109,4,229,215,-3,0,0
401468772,"LA","Dallas",1,113,101,4,224.5,214,12,0,0
401468773,"Detroit","Minnesota",-6.5,135,118,4,233.5,253,17,0,0
401468774,"Washington","Chicago",-1.5,100,97,4,228,197,3,0,1
401468775,"Atlanta","Milwaukee",-4.5,105,114,4,227.5,219,-9,1,0
401468776,"Boston","New Orleans",9.5,125,114,4,229.5,239,11,0,1
401468777,"New York","Indiana",4.5,119,113,4,226.5,232,6,1,0
401468778,"Memphis","San Antonio",13.5,135,129,4,241.5,264,6,0,1
401468779,"Denver","Phoenix",14.5,126,97,4,227,223,29,0,1
401468780,"Sacramento","Houston",9.5,135,115,4,236.5,250,20,0,0
401468781,"Philadelphia","Oklahoma City",10.5,114,133,4,233,247,-19,0,0
401468782,"Brooklyn","Boston",-1,98,109,4,225.5,207,-11,0,0
401468783,"Miami","Milwaukee",6,108,102,4,212,210,6,1,0
401468784,"Toronto","Charlotte",7.5,124,114,4,229.5,238,10,1,0
401468785,"Los Angeles","Dallas",-2.5,115,119,6,237.5,234,-4,1,0
401468786,"Portland","Cleveland",-1,89,85,3,224,174,4,0,1
401468787,"Detroit","New Orleans",-5.5,110,116,4,234.5,226,-6,1,0
401468788,"Indiana","Atlanta",-3.5,111,113,4,239,224,-2,0,1
401468789,"Washington","New York",-3.5,108,112,4,220,220,-4,1,0
401468790,"San Antonio","Golden State",-8.5,113,144,4,243.5,257,-31,0,0
401468791,"Chicago","Oklahoma City",4.5,110,124,4,233.5,234,-14,0,1
401468792,"Minnesota","Phoenix",6.5,121,116,4,222.5,237,5,0,1
401468793,"Utah","Orlando",5.5,112,108,4,233.5,220,4,0,1
401468794,"LA","Denver",5.5,103,115,4,221,218,-12,0,1
401468795,"Sacramento","Houston",9.5,139,114,4,239,253,25,0,0
401468796,"Miami","Milwaukee",4,111,95,4,212,206,16,0,1
401468797,"Charlotte","Boston",-7.5,106,122,4,232.5,228,-16,1,0
401468798,"Indiana","Memphis",-8,112,130,4,241,242,-18,0,1
401468799,"Toronto","Atlanta",7.5,103,114,4,232,217,-11,0,0
401468800,"Minnesota","Cleveland",-4,110,102,4,225,212,8,0,0
401468801,"Utah","Philadelphia",-7,117,118,4,231.5,235,-1,1,0
401468802,"Portland","Dallas",3.5,136,119,4,226.5,255,17,0,0
401468803,"Detroit","New York",-8.5,104,117,4,225,221,-13,1,0
401468804,"LA","Houston",10,121,100,4,221,221,21,0,1
401468805,"Chicago","Golden State",-5.5,132,118,4,237.5,250,14,0,0
401468806,"Brooklyn","Oklahoma City",4.5,102,112,4,230.5,214,-10,0,0
401468807,"San Antonio","Sacramento",-6.5,119,132,4,246,251,-13,1,0
401468808,"Denver","Orlando",11,119,116,4,234,235,3,1,0
401468809,"Portland","Dallas",9,140,123,4,223.5,263,17,0,1
401468810,"Los Angeles","Philadelphia",-5.5,112,113,4,235,225,-1,0,1
401468811,"Charlotte","Boston",-8.5,118,130,4,230.5,248,-12,0,1
401468812,"Milwaukee","Indiana",5.5,132,119,4,227.5,251,13,0,1
401468813,"Cleveland","New Orleans",7,113,103,4,223,216,10,1,0
401468814,"New York","Toronto",1.5,121,123,5,218.5,244,-2,0,1
401468815,"Washington","Golden State",-2.5,118,127,4,235,245,-9,0,1
401468816,"Atlanta","Miami",1.5,121,113,4,223,234,8,0,1
401468817,"Minnesota","Utah",4,125,126,4,232,251,-1,0,1
401468818,"Memphis","Phoenix",12.5,136,106,4,231.5,242,30,0,0
401468819,"Los Angeles","Houston",7.5,140,132,4,236.5,272,8,0,1
401468820,"Milwaukee","Toronto",1.5,130,122,4,221.5,252,8,0,1
401468821,"San Antonio","Brooklyn",-2.5,106,98,4,229,204,8,0,0
401468822,"Denver","Portland",5.5,122,113,4,238.5,235,9,1,0
401468823,"LA","Philadelphia",1.5,110,120,4,224.5,230,-10,0,1
